customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_total,segment,country
13535,403,1,89.5,2,1,1,211,4,Lost,United Kingdom
13536,1,7,3448.29,5,4,5,545,14,Champions,United Kingdom
13537,426,2,717.85,1,2,3,123,6,Needs Attention,United Kingdom
13538,43,12,3112.73,4,5,5,455,14,Champions,United Kingdom
13539,86,7,1569.36,3,4,4,344,11,Loyal Customers,United Kingdom
13540,467,3,632.39,1,3,3,133,7,Needs Attention,United Kingdom
13541,427,2,785.25,1,2,3,123,6,Needs Attention,United Kingdom
13542,377,17,4006.17,2,5,5,255,12,At Risk,United Kingdom
13543,634,2,1439.61,1,2,4,124,7,Needs Attention,United Kingdom
13544,40,6,829.0,4,4,3,443,11,Loyal Customers,United Kingdom
13545,391,2,374.64,2,2,2,222,6,Lost,United Kingdom
13546,12,5,1092.1399999999999,5,4,3,543,12,Loyal Customers,United Kingdom
13547,408,1,175.53,2,1,1,211,4,Lost,United Kingdom
13548,96,3,908.99,3,3,3,333,9,Loyal Customers,United Kingdom
13549,26,8,1005.8,4,4,3,443,11,Loyal Customers,United Kingdom
13550,383,1,349.51,2,1,2,212,5,Lost,United Kingdom
13551,319,2,244.20000000000002,2,2,1,221,5,Lost,United Kingdom
13552,66,22,6978.92,3,5,5,355,13,Loyal Customers,United Kingdom
13553,675,1,517.8,1,1,2,112,4,Lost,United Kingdom
13554,380,7,1638.28,2,4,4,244,10,At Risk,United Kingdom
13555,74,13,8999.19,3,5,5,355,13,Loyal Customers,United Kingdom
13556,429,2,200.82,1,2,1,121,4,Lost,United Kingdom
13557,28,13,3032.2599999999998,4,5,5,455,14,Champions,United Kingdom
13558,6,4,605.06,5,3,2,532,10,Loyal Customers,United Kingdom
13559,513,2,990.0,1,2,3,123,6,Needs Attention,United Kingdom
13560,7,1,174.37,5,1,1,511,7,New Customers,United Kingdom
13561,216,11,1820.72,2,5,4,254,11,At Risk,United Kingdom
13562,82,8,4838.18,3,4,5,345,12,Loyal Customers,United Kingdom
13563,84,2,777.53,3,2,3,323,8,Needs Attention,United Kingdom
13564,144,37,17249.55,3,5,5,355,13,Loyal Customers,United Kingdom
13565,19,3,414.8,5,3,2,532,10,Loyal Customers,United Kingdom
13566,41,5,1708.1200000000001,4,4,4,444,12,Champions,United Kingdom
13567,428,4,1083.69,1,3,3,133,7,Needs Attention,United Kingdom
13568,173,1,192.85,3,1,1,311,5,Promising,United Kingdom
13569,17,4,893.78,5,3,3,533,11,Loyal Customers,United Kingdom
13570,243,1,239.49,2,1,1,211,4,Lost,United Kingdom
13571,13,26,4546.54,5,5,5,555,15,Champions,United Kingdom
13572,206,1,1384.25,2,1,4,214,7,Needs Attention,United Kingdom
13573,50,6,916.47,4,4,3,443,11,Loyal Customers,United Kingdom
13574,411,1,421.25,1,1,2,112,4,Lost,United Kingdom
13575,23,5,732.07,4,4,3,443,11,Loyal Customers,United Kingdom
13576,10,28,11551.74,5,5,5,555,15,Champions,United Kingdom
13577,25,11,3489.28,4,5,5,455,14,Champions,United Kingdom
13578,409,1,147.66,2,1,1,211,4,Lost,United Kingdom
13579,15,5,1539.04,5,4,4,544,13,Champions,United Kingdom
13580,406,1,107.75,2,1,1,211,4,Lost,United Kingdom
13581,309,2,280.53000000000003,2,2,1,221,5,Lost,United Kingdom
13582,390,2,241.68,2,2,1,221,5,Lost,United Kingdom
13583,156,2,1445.03,3,2,4,324,9,Needs Attention,United Kingdom
13584,307,3,392.45,2,3,2,232,7,Needs Attention,United Kingdom
13585,531,3,684.54,1,3,3,133,7,Needs Attention,United Kingdom
13586,541,1,131.53,1,1,1,111,3,Lost,United Kingdom
13587,64,4,1673.5,3,3,4,334,10,Loyal Customers,United Kingdom
13588,16,9,2478.95,5,5,4,554,14,Champions,United Kingdom
13589,15,6,1120.74,5,4,3,543,12,Loyal Customers,United Kingdom
13590,11,18,6349.59,5,5,5,555,15,Champions,United Kingdom
13591,65,7,2093.94,3,4,4,344,11,Loyal Customers,United Kingdom
13592,36,4,247.96,4,3,1,431,8,Loyal Customers,United Kingdom
13593,108,14,5523.69,3,5,5,355,13,Loyal Customers,United Kingdom
13594,53,2,533.32,4,2,2,422,8,New Customers,United Kingdom
13595,517,3,818.22,1,3,3,133,7,Needs Attention,United Kingdom
13596,6,2,697.04,5,2,3,523,10,New Customers,United Kingdom
13597,400,2,396.71,2,2,2,222,6,Lost,United Kingdom
13598,47,5,789.59,4,4,3,443,11,Loyal Customers,United Kingdom
13599,1,33,10167.63,5,5,5,555,15,Champions,United Kingdom
13600,312,2,518.42,2,2,2,222,6,Lost,United Kingdom
13601,45,4,1185.14,4,3,3,433,10,Loyal Customers,United Kingdom
13602,65,4,1025.17,3,3,3,333,9,Loyal Customers,United Kingdom
13603,26,1,164.34,4,1,1,411,6,New Customers,United Kingdom
13604,659,1,717.62,1,1,3,113,5,Needs Attention,United Kingdom
13605,387,2,522.67,2,2,2,222,6,Lost,United Kingdom
13606,29,3,280.54,4,3,1,431,8,Loyal Customers,United Kingdom
13607,40,2,1078.31,4,2,3,423,9,New Customers,United Kingdom
13608,541,1,236.2,1,1,1,111,3,Lost,United Kingdom
13609,593,1,167.35,1,1,1,111,3,Lost,United Kingdom
13610,12,14,2175.88,5,5,4,554,14,Champions,United Kingdom
13611,89,10,3319.53,3,5,5,355,13,Loyal Customers,United Kingdom
13612,633,1,818.29,1,1,3,113,5,Needs Attention,United Kingdom
13613,453,5,1039.85,1,4,3,143,8,At Risk,United Kingdom
13614,24,6,2359.19,4,4,4,444,12,Champions,United Kingdom
13615,319,8,6272.53,2,4,5,245,11,At Risk,United Kingdom
13616,568,2,288.1,1,2,1,121,4,Lost,United Kingdom
13617,40,8,1278.75,4,4,4,444,12,Champions,United Kingdom
13618,174,1,177.34,3,1,1,311,5,Promising,United Kingdom
13619,545,2,231.69,1,2,1,121,4,Lost,United Kingdom
13620,528,1,112.34,1,1,1,111,3,Lost,United Kingdom
13621,117,1,213.85,3,1,1,311,5,Promising,United Kingdom
13622,696,1,658.95,1,1,3,113,5,Needs Attention,United Kingdom
13623,31,10,2566.49,4,5,4,454,13,Champions,United Kingdom
13624,388,1,462.08,2,1,2,212,5,Lost,United Kingdom
13625,597,1,301.26,1,1,2,112,4,Lost,United Kingdom
13626,253,2,707.04,2,2,3,223,7,Needs Attention,United Kingdom
13627,59,7,2245.9,4,4,4,444,12,Champions,United Kingdom
13628,676,1,310.14,1,1,2,112,4,Lost,United Kingdom
13629,23,19,13370.86,4,5,5,455,14,Champions,United Kingdom
13630,5,7,2031.78,5,4,4,544,13,Champions,United Kingdom
13631,100,11,3070.42,3,5,5,355,13,Loyal Customers,United Kingdom
13632,25,8,3648.15,4,4,5,445,13,Champions,United Kingdom
13634,33,16,5073.47,4,5,5,455,14,Champions,United Kingdom
13635,68,4,2999.16,3,3,5,335,11,Loyal Customers,United Kingdom
13636,37,5,949.12,4,4,3,443,11,Loyal Customers,United Kingdom
13637,52,3,810.5,4,3,3,433,10,Loyal Customers,United Kingdom
13638,16,1,122.64,5,1,1,511,7,New Customers,United Kingdom
13639,74,2,1346.27,3,2,4,324,9,Needs Attention,United Kingdom
13640,611,1,405.0,1,1,2,112,4,Lost,United Kingdom
13641,641,5,1016.47,1,4,3,143,8,At Risk,United Kingdom
13642,216,4,514.72,2,3,2,232,7,Needs Attention,United Kingdom
13643,31,10,2156.77,4,5,4,454,13,Champions,United Kingdom
13644,16,4,2624.26,5,3,4,534,12,Loyal Customers,United Kingdom
13645,120,1,252.1,3,1,1,311,5,Promising,United Kingdom
13646,400,2,326.25,2,2,2,222,6,Lost,United Kingdom
13647,10,8,3071.68,5,4,5,545,14,Champions,United Kingdom
13648,400,8,1764.02,2,4,4,244,10,At Risk,United Kingdom
13649,257,6,1678.88,2,4,4,244,10,At Risk,United Kingdom
13650,17,10,3288.0,5,5,5,555,15,Champions,United Kingdom
13651,35,3,226.85,4,3,1,431,8,Loyal Customers,United Kingdom
13652,46,5,2570.85,4,4,4,444,12,Champions,United Kingdom
13653,488,1,152.2,1,1,1,111,3,Lost,United Kingdom
13654,43,11,6308.0,4,5,5,455,14,Champions,United Kingdom
13655,114,6,2280.5099999999998,3,4,4,344,11,Loyal Customers,United Kingdom
13656,165,4,1078.85,3,3,3,333,9,Loyal Customers,United Kingdom
13657,11,2,382.14,5,2,2,522,9,New Customers,United Kingdom
13658,10,9,6025.5,5,5,5,555,15,Champions,United Kingdom
13659,206,12,4894.88,2,5,5,255,12,At Risk,United Kingdom
13660,400,1,314.59,2,1,2,212,5,Lost,United Kingdom
13661,603,1,325.24,1,1,2,112,4,Lost,United Kingdom
13662,86,11,2250.11,3,5,4,354,12,Loyal Customers,United Kingdom
13663,179,5,2047.51,3,4,4,344,11,Loyal Customers,United Kingdom
13665,386,3,1711.66,2,3,4,234,9,Needs Attention,United Kingdom
13666,60,5,127.9,3,4,1,341,8,Loyal Customers,United Kingdom
13667,149,1,305.02,3,1,2,312,6,Promising,United Kingdom
13668,3,35,13089.94,5,5,5,555,15,Champions,United Kingdom
13669,51,3,413.55,4,3,2,432,9,Loyal Customers,United Kingdom
13670,75,1,349.7,3,1,2,312,6,Promising,United Kingdom
13671,395,1,194.95,2,1,1,211,4,Lost,United Kingdom
13672,301,3,419.92,2,3,2,232,7,Needs Attention,United Kingdom
13673,19,2,396.92,5,2,2,522,9,New Customers,United Kingdom
13674,433,1,240.68,1,1,1,111,3,Lost,United Kingdom
13675,151,2,486.82,3,2,2,322,7,Promising,United Kingdom
13676,539,2,243.9,1,2,1,121,4,Lost,United Kingdom
13677,405,2,556.19,2,2,2,222,6,Lost,United Kingdom
13678,152,1,232.6,3,1,1,311,5,Promising,United Kingdom
13679,494,3,281.26,1,3,1,131,5,Needs Attention,United Kingdom
13680,1,12,11435.67,5,5,5,555,15,Champions,United Kingdom
13681,18,4,827.83,5,3,3,533,11,Loyal Customers,United Kingdom
13682,187,1,59.5,3,1,1,311,5,Promising,United Kingdom
13683,458,1,258.6,1,1,1,111,3,Lost,United Kingdom
13684,286,4,596.98,2,3,2,232,7,Needs Attention,United Kingdom
13685,3,7,3119.44,5,4,5,545,14,Champions,United Kingdom
13686,183,3,409.04,3,3,2,332,8,Loyal Customers,United Kingdom
13687,438,1,11880.84,1,1,5,115,7,Needs Attention,United Kingdom
13688,635,1,375.5,1,1,2,112,4,Lost,United Kingdom
13689,63,2,1259.5,3,2,4,324,9,Needs Attention,United Kingdom
13690,59,1,172.25,4,1,1,411,6,New Customers,United Kingdom
13691,396,1,212.78,2,1,1,211,4,Lost,United Kingdom
13692,25,5,3114.4,4,4,5,445,13,Champions,United Kingdom
13693,374,9,2011.82,2,5,4,254,11,At Risk,United Kingdom
13694,4,143,196482.81,5,5,5,555,15,Champions,United Kingdom
13695,31,16,2770.73,4,5,4,454,13,Champions,United Kingdom
13696,422,3,2020.4,1,3,4,134,8,Needs Attention,United Kingdom
13697,39,1,151.3,4,1,1,411,6,New Customers,United Kingdom
13698,597,2,465.53000000000003,1,2,2,122,5,Lost,United Kingdom
13699,155,2,764.15,3,2,3,323,8,Needs Attention,United Kingdom
13700,26,13,2613.46,4,5,4,454,13,Champions,United Kingdom
13701,447,1,161.0,1,1,1,111,3,Lost,United Kingdom
13702,446,1,135.18,1,1,1,111,3,Lost,United Kingdom
13703,318,2,425.56,2,2,2,222,6,Lost,United Kingdom
13704,5,9,2308.06,5,5,4,554,14,Champions,United Kingdom
13705,8,7,2035.33,5,4,4,544,13,Champions,United Kingdom
13706,303,2,631.17,2,2,3,223,7,Needs Attention,United Kingdom
13707,267,5,3365.86,2,4,5,245,11,At Risk,United Kingdom
13708,271,1,296.88,2,1,2,212,5,Lost,United Kingdom
13709,4,18,7591.75,5,5,5,555,15,Champions,United Kingdom
13710,32,3,509.52,4,3,2,432,9,Loyal Customers,United Kingdom
13711,219,9,1792.26,2,5,4,254,11,At Risk,United Kingdom
13712,247,2,766.42,2,2,3,223,7,Needs Attention,United Kingdom
13713,408,3,743.26,2,3,3,233,8,Needs Attention,United Kingdom
13714,465,1,161.35,1,1,1,111,3,Lost,United Kingdom
13715,281,17,8483.289999999999,2,5,5,255,12,At Risk,United Kingdom
13716,269,1,138.28,2,1,1,211,4,Lost,United Kingdom
13717,32,8,1763.3,4,4,4,444,12,Champions,United Kingdom
13718,246,2,306.55,2,2,2,222,6,Lost,United Kingdom
13719,15,11,2815.25,5,5,4,554,14,Champions,United Kingdom
13720,117,4,799.9,3,3,3,333,9,Loyal Customers,United Kingdom
13721,36,2,741.54,4,2,3,423,9,New Customers,United Kingdom
13722,132,10,5635.41,3,5,5,355,13,Loyal Customers,United Kingdom
13723,217,6,1209.2,2,4,3,243,9,At Risk,United Kingdom
13724,637,1,213.01,1,1,1,111,3,Lost,United Kingdom
13725,50,8,1980.56,4,4,4,444,12,Champions,United Kingdom
13726,39,2,1079.66,4,2,3,423,9,New Customers,United Kingdom
13727,29,8,1080.05,4,4,3,443,11,Loyal Customers,United Kingdom
13728,37,16,2855.17,4,5,4,454,13,Champions,United Kingdom
13729,436,3,724.73,1,3,3,133,7,Needs Attention,United Kingdom
13730,136,2,752.6,3,2,3,323,8,Needs Attention,United Kingdom
13731,219,2,610.59,2,2,2,222,6,Lost,United Kingdom
13732,28,1,491.86,4,1,2,412,7,New Customers,United Kingdom
13733,411,2,487.03,1,2,2,122,5,Lost,United Kingdom
13734,509,4,6701.64,1,3,5,135,9,Needs Attention,United Kingdom
13735,25,13,9813.22,4,5,5,455,14,Champions,United Kingdom
13736,5,7,2766.21,5,4,4,544,13,Champions,United Kingdom
13737,200,1,339.6,2,1,2,212,5,Lost,United Kingdom
13738,396,1,440.93,2,1,2,212,5,Lost,United Kingdom
13739,18,2,292.2,5,2,2,522,9,New Customers,United Kingdom
13740,241,5,1597.77,2,4,4,244,10,At Risk,United Kingdom
13741,72,3,668.43,3,3,3,333,9,Loyal Customers,United Kingdom
13742,17,12,3131.02,5,5,5,555,15,Champions,United Kingdom
13743,3,7,1341.6,5,4,4,544,13,Champions,United Kingdom
13744,95,2,1156.36,3,2,3,323,8,Needs Attention,United Kingdom
13745,162,2,777.36,3,2,3,323,8,Needs Attention,United Kingdom
13746,414,1,176.69,1,1,1,111,3,Lost,United Kingdom
13747,374,2,249.39999999999998,2,2,1,221,5,Lost,United Kingdom
13748,96,9,2268.35,3,5,4,354,12,Loyal Customers,United Kingdom
13750,54,11,3602.18,4,5,5,455,14,Champions,United Kingdom
13751,288,1,296.25,2,1,2,212,5,Lost,United Kingdom
13752,124,7,1590.73,3,4,4,344,11,Loyal Customers,United Kingdom
13753,288,4,2094.57,2,3,4,234,9,Needs Attention,United Kingdom
13754,152,3,447.05,3,3,2,332,8,Loyal Customers,United Kingdom
13755,4,9,2161.35,5,5,4,554,14,Champions,United Kingdom
13756,2,23,9207.5,5,5,5,555,15,Champions,United Kingdom
13757,675,1,195.55,1,1,1,111,3,Lost,United Kingdom
13758,12,15,9416.98,5,5,5,555,15,Champions,United Kingdom
13759,33,2,659.41,4,2,3,423,9,New Customers,United Kingdom
13760,54,5,1363.6399999999999,4,4,4,444,12,Champions,United Kingdom
13761,50,6,1952.17,4,4,4,444,12,Champions,United Kingdom
13762,219,5,2472.48,2,4,4,244,10,At Risk,United Kingdom
13763,63,3,5217.44,3,3,5,335,11,Loyal Customers,United Kingdom
13764,71,6,2953.26,3,4,4,344,11,Loyal Customers,United Kingdom
13765,653,1,352.82,1,1,2,112,4,Lost,United Kingdom
13766,495,1,190.35,1,1,1,111,3,Lost,United Kingdom
13767,2,73,35540.53,5,5,5,555,15,Champions,United Kingdom
13768,727,2,875.97,1,2,3,123,6,Needs Attention,United Kingdom
13769,2,20,5800.42,5,5,5,555,15,Champions,United Kingdom
13770,422,4,785.37,1,3,3,133,7,Needs Attention,United Kingdom
13771,64,9,5728.82,3,5,5,355,13,Loyal Customers,United Kingdom
13772,34,8,3114.22,4,4,5,445,13,Champions,United Kingdom
13773,397,2,301.54,2,2,2,222,6,Lost,United Kingdom
13774,82,1,345.0,3,1,2,312,6,Promising,United Kingdom
13775,591,1,1049.66,1,1,3,113,5,Needs Attention,United Kingdom
13776,428,2,623.98,1,2,3,123,6,Needs Attention,United Kingdom
13777,1,61,56478.42,5,5,5,555,15,Champions,United Kingdom
13778,103,4,1124.49,3,3,3,333,9,Loyal Customers,United Kingdom
13779,516,1,161.13,1,1,1,111,3,Lost,United Kingdom
13780,7,3,735.8199999999999,5,3,3,533,11,Loyal Customers,United Kingdom
13781,251,3,778.83,2,3,3,233,8,Needs Attention,United Kingdom
13782,13,13,1793.72,5,5,4,554,14,Champions,United Kingdom
13783,488,4,1542.09,1,3,4,134,8,Needs Attention,United Kingdom
13784,10,14,2910.23,5,5,4,554,14,Champions,United Kingdom
13785,429,4,542.49,1,3,2,132,6,Needs Attention,United Kingdom
13786,367,6,3358.94,2,4,5,245,11,At Risk,United Kingdom
13787,76,6,1222.5,3,4,3,343,10,Loyal Customers,United Kingdom
13788,505,1,3.75,1,1,1,111,3,Lost,United Kingdom
13789,388,1,239.46,2,1,1,211,4,Lost,United Kingdom
13790,4,1,348.8,5,1,2,512,8,New Customers,United Kingdom
13791,128,2,1516.0,3,2,4,324,9,Needs Attention,United Kingdom
13792,66,3,383.95,3,3,2,332,8,Loyal Customers,United Kingdom
13793,647,1,96.0,1,1,1,111,3,Lost,United Kingdom
13794,547,1,126.03,1,1,1,111,3,Lost,United Kingdom
13795,388,4,836.3,2,3,3,233,8,Needs Attention,United Kingdom
13796,499,1,289.7,1,1,1,111,3,Lost,United Kingdom
13797,437,3,1179.45,1,3,3,133,7,Needs Attention,United Kingdom
13798,1,110,75836.87,5,5,5,555,15,Champions,United Kingdom
13799,117,9,2803.57,3,5,4,354,12,Loyal Customers,United Kingdom
13800,310,3,1679.56,2,3,4,234,9,Needs Attention,United Kingdom
13801,67,1,324.8,3,1,2,312,6,Promising,United Kingdom
13802,139,19,26259.11,3,5,5,355,13,Loyal Customers,United Kingdom
13803,255,3,1338.91,2,3,4,234,9,Needs Attention,United Kingdom
13804,31,9,3208.52,4,5,5,455,14,Champions,United Kingdom
13805,52,2,924.5999999999999,4,2,3,423,9,New Customers,United Kingdom
13806,64,1,256.38,3,1,1,311,5,Promising,United Kingdom
13807,367,3,534.8,2,3,2,232,7,Needs Attention,United Kingdom
13808,6,5,1747.66,5,4,4,544,13,Champions,United Kingdom
13809,305,3,679.6999999999999,2,3,3,233,8,Needs Attention,Cyprus
13810,29,3,1499.01,4,3,4,434,11,Loyal Customers,Germany
13811,184,3,814.5,3,3,3,333,9,Loyal Customers,Germany
13812,42,3,539.0,4,3,2,432,9,Loyal Customers,Germany
13813,40,8,2765.47,4,4,4,444,12,Champions,Germany
13814,92,3,2257.32,3,3,4,334,10,Loyal Customers,Germany
13815,22,8,7475.74,4,4,5,445,13,Champions,Germany
13816,24,2,571.67,4,2,2,422,8,New Customers,Germany
13817,29,2,382.98,4,2,2,422,8,New Customers,Germany
13818,430,1,61.28,1,1,1,111,3,Lost,United Kingdom
13819,302,6,2642.35,2,4,4,244,10,At Risk,United Kingdom
13820,418,3,660.65,1,3,3,133,7,Needs Attention,United Kingdom
13821,145,6,1410.73,3,4,4,344,11,Loyal Customers,United Kingdom
13822,6,2,632.0,5,2,3,523,10,New Customers,United Kingdom
13823,19,7,3403.45,5,4,5,545,14,Champions,United Kingdom
13824,33,12,3314.76,4,5,5,455,14,Champions,United Kingdom
13825,622,2,255.59,1,2,1,121,4,Lost,United Kingdom
13826,176,1,189.5,3,1,1,311,5,Promising,United Kingdom
13827,58,3,412.05,4,3,2,432,9,Loyal Customers,United Kingdom
13828,22,1,209.49,4,1,1,411,6,New Customers,United Kingdom
13829,421,1,102.0,1,1,1,111,3,Lost,United Kingdom
13830,582,1,156.85,1,1,1,111,3,Lost,United Kingdom
13831,16,18,7023.58,5,5,5,555,15,Champions,United Kingdom
13832,19,2,613.6899999999999,5,2,2,522,9,New Customers,United Kingdom
13833,159,2,701.36,3,2,3,323,8,Needs Attention,United Kingdom
13834,577,2,324.19,1,2,2,122,5,Lost,United Kingdom
13835,25,7,1095.27,4,4,3,443,11,Loyal Customers,United Kingdom
13836,399,2,620.37,2,2,3,223,7,Needs Attention,United Kingdom
13837,212,2,271.24,2,2,1,221,5,Lost,United Kingdom
13838,6,10,1966.09,5,5,4,554,14,Champions,United Kingdom
13839,486,1,139.95000000000002,1,1,1,111,3,Lost,United Kingdom
13840,416,1,651.4,1,1,3,113,5,Needs Attention,United Kingdom
13841,253,1,85.0,2,1,1,211,4,Lost,United Kingdom
13842,59,18,5629.91,4,5,5,455,14,Champions,United Kingdom
13843,381,1,319.75,2,1,2,212,5,Lost,United Kingdom
13844,11,1,361.62,5,1,2,512,8,New Customers,United Kingdom
13845,65,1,312.98,3,1,2,312,6,Promising,United Kingdom
13846,25,4,1307.79,4,3,4,434,11,Loyal Customers,United Kingdom
13847,720,1,310.72,1,1,2,112,4,Lost,United Kingdom
13848,92,8,3335.0,3,4,5,345,12,Loyal Customers,United Kingdom
13849,52,5,3469.3,4,4,5,445,13,Champions,United Kingdom
13850,129,1,1595.48,3,1,4,314,8,Needs Attention,United Kingdom
13851,96,8,4606.46,3,4,5,345,12,Loyal Customers,United Kingdom
13852,611,1,187.35,1,1,1,111,3,Lost,United Kingdom
13853,57,1,1090.1399999999999,4,1,3,413,8,New Customers,United Kingdom
13854,9,39,12253.96,5,5,5,555,15,Champions,United Kingdom
13855,501,4,1310.34,1,3,4,134,8,Needs Attention,United Kingdom
13856,169,11,1142.03,3,5,3,353,11,Loyal Customers,United Kingdom
13857,393,6,1001.01,2,4,3,243,9,At Risk,United Kingdom
13858,57,1,216.17000000000002,4,1,1,411,6,New Customers,United Kingdom
13859,326,2,515.86,2,2,2,222,6,Lost,United Kingdom
13860,1,5,1245.9,5,4,3,543,12,Loyal Customers,United Kingdom
13861,429,2,273.26,1,2,1,121,4,Lost,United Kingdom
13862,18,9,2556.09,5,5,4,554,14,Champions,United Kingdom
13863,248,4,1239.55,2,3,3,233,8,Needs Attention,United Kingdom
13864,387,1,662.4,2,1,3,213,6,Needs Attention,United Kingdom
13865,58,4,501.56,4,3,2,432,9,Loyal Customers,United Kingdom
13866,74,1,145.67,3,1,1,311,5,Promising,United Kingdom
13867,31,3,1015.29,4,3,3,433,10,Loyal Customers,United Kingdom
13868,7,2,3192.54,5,2,5,525,12,New Customers,United Kingdom
13869,123,10,8111.57,3,5,5,355,13,Loyal Customers,United Kingdom
13870,2,15,5712.08,5,5,5,555,15,Champions,United Kingdom
13871,23,17,7885.85,4,5,5,455,14,Champions,United Kingdom
13872,527,3,919.57,1,3,3,133,7,Needs Attention,United Kingdom
13873,120,8,1038.92,3,4,3,343,10,Loyal Customers,United Kingdom
13874,358,7,2049.15,2,4,4,244,10,At Risk,United Kingdom
13875,54,14,4814.37,4,5,5,455,14,Champions,United Kingdom
13876,64,1,122.7,3,1,1,311,5,Promising,United Kingdom
13877,86,3,449.68,3,3,2,332,8,Loyal Customers,United Kingdom
13878,55,4,2473.06,4,3,4,434,11,Loyal Customers,United Kingdom
13879,646,1,395.5,1,1,2,112,4,Lost,United Kingdom
13880,21,17,4391.66,4,5,5,455,14,Champions,United Kingdom
13881,4,43,45179.1,5,5,5,555,15,Champions,United Kingdom
13882,3,5,1191.13,5,4,3,543,12,Loyal Customers,United Kingdom
13883,11,15,6560.0199999999995,5,5,5,555,15,Champions,United Kingdom
13884,7,10,1888.48,5,5,4,554,14,Champions,United Kingdom
13885,189,2,506.8,3,2,2,322,7,Promising,United Kingdom
13886,71,1,243.56,3,1,1,311,5,Promising,United Kingdom
13887,204,1,349.55,2,1,2,212,5,Lost,United Kingdom
13888,120,7,2169.05,3,4,4,344,11,Loyal Customers,United Kingdom
13889,93,6,1991.23,3,4,4,344,11,Loyal Customers,United Kingdom
13890,1,14,2927.38,5,5,4,554,14,Champions,United Kingdom
13891,378,3,863.56,2,3,3,233,8,Needs Attention,United Kingdom
13892,27,6,1267.65,4,4,4,444,12,Champions,United Kingdom
13893,298,1,821.1,2,1,3,213,6,Needs Attention,United Kingdom
13894,24,3,564.62,4,3,2,432,9,Loyal Customers,United Kingdom
13895,28,6,4008.52,4,4,5,445,13,Champions,United Kingdom
13896,626,1,388.55,1,1,2,112,4,Lost,United Kingdom
13897,50,3,1160.72,4,3,3,433,10,Loyal Customers,United Kingdom
13898,326,2,686.4,2,2,3,223,7,Needs Attention,United Kingdom
13899,16,2,388.52,5,2,2,522,9,New Customers,United Kingdom
13900,183,6,1610.59,3,4,4,344,11,Loyal Customers,United Kingdom
13901,72,15,5676.34,3,5,5,355,13,Loyal Customers,United Kingdom
13902,632,5,34095.26,1,4,5,145,10,At Risk,Denmark
13903,400,1,165.45000000000002,2,1,1,211,4,Lost,United Kingdom
13904,37,2,332.64,4,2,2,422,8,New Customers,United Kingdom
13905,733,1,312.65,1,1,2,112,4,Lost,United Kingdom
13906,409,1,42.0,2,1,1,211,4,Lost,United Kingdom
13907,692,1,136.79999999999998,1,1,1,111,3,Lost,United Kingdom
13908,80,4,2369.55,3,3,4,334,10,Loyal Customers,United Kingdom
13909,423,2,286.6,1,2,1,121,4,Lost,United Kingdom
13911,57,20,4234.99,4,5,5,455,14,Champions,United Kingdom
13912,424,1,124.95,1,1,1,111,3,Lost,United Kingdom
13913,507,1,42.22,1,1,1,111,3,Lost,United Kingdom
13914,12,2,626.45,5,2,3,523,10,New Customers,United Kingdom
13915,394,1,70.8,2,1,1,211,4,Lost,United Kingdom
13916,464,4,1275.81,1,3,4,134,8,Needs Attention,United Kingdom
13917,50,2,272.04,4,2,1,421,7,New Customers,United Kingdom
13918,50,2,1212.84,4,2,3,423,9,New Customers,United Kingdom
13919,59,4,1360.68,4,3,4,434,11,Loyal Customers,Denmark
13920,432,4,1774.68,1,3,4,134,8,Needs Attention,United Kingdom
13921,402,4,730.7,2,3,3,233,8,Needs Attention,United Kingdom
13922,352,3,865.2,2,3,3,233,8,Needs Attention,United Kingdom
13923,54,1,351.13,4,1,2,412,7,New Customers,United Kingdom
13924,2,6,1838.85,5,4,4,544,13,Champions,United Kingdom
13925,93,4,678.25,3,3,3,333,9,Loyal Customers,United Kingdom
13926,23,1,223.85,4,1,1,411,6,New Customers,United Kingdom
13927,75,2,708.26,3,2,3,323,8,Needs Attention,United Kingdom
13928,11,4,464.57,5,3,2,532,10,Loyal Customers,United Kingdom
13929,169,11,3494.1,3,5,5,355,13,Loyal Customers,United Kingdom
13930,58,2,337.34,4,2,2,422,8,New Customers,United Kingdom
13931,96,11,5257.38,3,5,5,355,13,Loyal Customers,United Kingdom
13932,295,1,307.4,2,1,2,212,5,Lost,United Kingdom
13933,109,2,608.79,3,2,2,322,7,Promising,United Kingdom
13934,264,1,922.1,2,1,3,213,6,Needs Attention,United Kingdom
13935,597,3,6116.92,1,3,5,135,9,Needs Attention,United Kingdom
13936,180,3,939.66,3,3,3,333,9,Loyal Customers,United Kingdom
13937,169,2,880.13,3,2,3,323,8,Needs Attention,United Kingdom
13938,35,1,71.66,4,1,1,411,6,New Customers,United Kingdom
13939,23,7,1560.96,4,4,4,444,12,Champions,United Kingdom
13940,17,4,839.14,5,3,3,533,11,Loyal Customers,United Kingdom
13941,22,15,11122.3,4,5,5,455,14,Champions,United Kingdom
13942,535,1,320.0,1,1,2,112,4,Lost,United Kingdom
13943,578,1,246.54,1,1,1,111,3,Lost,United Kingdom
13944,653,1,200.43,1,1,1,111,3,Lost,United Kingdom
13945,395,2,854.15,2,2,3,223,7,Needs Attention,United Kingdom
13946,79,6,1876.23,3,4,4,344,11,Loyal Customers,United Kingdom
13947,65,1,90.6,3,1,1,311,5,Promising,United Kingdom
